Produkt - Produkt,Kassationsårsag (ui),Stk. tøj per kassationsdato,Dage i cirkulation,Total antal vask,Unik Kode (ui),Måned,Vask per måned,Kategori
01083 T-Shirt unisex hvid k/æ P/B,Alm.slid uden restværdi,1,2565,102,00D00952CB7F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.210479532163743,T-shirt
01083 T-Shirt unisex hvid k/æ P/B,Alm.slid uden restværdi,1,2525,100,00D00972FE4A,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2055445544554455,T-shirt
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,2502,119,00D009AC8D9F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4477857713828937,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2448,111,00D007BADDD7,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3802450980392158,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2435,82,00D009113BCA,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.0250841889117044,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2416,97,00D009701F96,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.222135761589404,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2407,116,00D009705D11,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.466987951807229,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2389,100,00D0097086A9,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2741732942653832,T-shirt
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,2369,81,30155C97D461A7C0002C6825,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.040793583790629,T-shirt
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,2358,124,30155C97D461A7C000680D04,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.6007463952502121,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2293,94,00D0097833AC,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2478674225904929,T-shirt
13976 T-shirt l.ærme m Arla logo,Alm.slid uden restværdi,1,2273,118,30155C97D461A7C0008B04E4,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5802551693796745,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2234,109,00D009706668,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4852103849597136,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2218,104,00D0098EB23C,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4273038773669975,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2212,112,00D009703533,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5412658227848102,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2211,100,00D0099722CA,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3767526006331978,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2206,109,00D009279776,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.504061650045331,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2201,105,00D0098EA08F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.452158109950023,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2198,101,00D009AC8C4A,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.398744313011829,T-shirt
01083 T-Shirt unisex hvid k/æ P/B,Alm.slid uden restværdi,1,2191,126,30155C97D461A7C000685704,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.7505431309904154,T-shirt
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,2191,84,00D009993D64,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1670287539936102,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2184,96,00D0098E9DCD,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3380219780219782,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2184,110,30155C97D461A7C0007D22FE,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5331501831501833,T-shirt
13976 T-shirt l.ærme m Arla logo,Alm.slid uden restværdi,1,2184,135,30155C97D461A7C0008B100B,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.8815934065934068,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2183,88,30155C97D461A7C00092EC3F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2270819972514888,T-shirt
08227 T-Shirt Marine Lady K/Æ P/B,Alm.slid uden restværdi,1,2179,101,30155C97D461A7C00092F5A4,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4109407985314366,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2176,103,30155C97D461A7C0007D14C9,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4408639705882353,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2176,84,30155C97D461A7C0007D15CA,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.175073529411765,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2176,90,30155C97D461A7C0007D2023,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2590073529411765,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2176,77,30155C97D461A7C0007D2054,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.0771507352941176,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2176,92,30155C97D461A7C000933A6B,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2869852941176472,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2170,93,00D00970C899,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3045714285714287,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2169,87,30155C97D461A7C000932E68,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2209681881051178,T-shirt
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,2165,101,30155C97D461A7C000B5CD34,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4200646651270208,T-shirt
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,2165,107,30155C97D461A7C000B5CD3C,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5044249422632794,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2162,110,30155C97D461A7C000B6339A,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5487511563367253,T-shirt
01083 T-Shirt unisex hvid k/æ P/B,Alm.slid uden restværdi,1,2158,127,30155C97D461A7C000B5CDB8,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.7914179796107508,T-shirt
01083 T-Shirt unisex hvid k/æ P/B,Alm.slid uden restværdi,1,2158,121,30155C97D461A7C000B5CE1E,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.7067840593141799,T-shirt
01083 T-Shirt unisex hvid k/æ P/B,Alm.slid uden restværdi,1,2158,130,30155C97D461A7C000B5CE7C,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.8337349397590361,T-shirt
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,2155,110,30155C97D461A7C000B5CD66,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5537819025522042,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2154,98,30155C97D461A7C000B6335E,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.384921077065924,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2144,79,30155C97D461A7C0007D203F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1216231343283583,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2144,102,30155C97D461A7C0007D28B9,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4481716417910449,T-shirt
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,2141,91,30155C97D461A7C000BA688B,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2938066324147595,T-shirt
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,2139,77,30155C97D461A7C000BA6828,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.0957830762038334,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2136,95,30155C97D461A7C000B642EC,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3538389513108615,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2134,93,30155C97D461A7C0008579F6,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3265791940018745,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2132,95,00D0097A1589,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.356378986866792,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2126,93,00D00976F192,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3315710253998119,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2126,77,00D0097FF540,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.102483537158984,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2126,78,30155C97D461A7C0008573ED,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1168015051740356,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2126,82,30155C97D461A7C000857B1A,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1740733772342429,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2122,87,30155C97D461A7C000B990AE,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2480113100848256,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2121,90,30155C97D461A7C0007D14B7,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2916548797736918,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2121,91,30155C97D461A7C000B990B4,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3060066006600661,T-shirt
01083 T-Shirt unisex hvid k/æ P/B,Alm.slid uden restværdi,1,2105,83,30155C97D461A7C000B10EF1,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2002470308788598,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2104,114,30155C97D461A7C0007D2934,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.6493155893536122,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2104,98,30155C97D461A7C000A11B45,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.417832699619772,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2104,94,30155C97D461A7C000A134B5,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3599619771863118,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2104,109,30155C97D461A7C000B99107,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5769771863117872,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2104,105,30155C97D461A7C000B9917B,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5191064638783272,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2092,88,30155C97D461A7C000B1109E,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2804588910133845,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2072,82,30155C97D461A7C00092E60C,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2046718146718147,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2066,97,30155C97D461A7C000B114F9,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4291771539206195,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2064,88,30155C97D461A7C000B992E4,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2978294573643412,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2059,99,30155C97D461A7C000B10C8F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4636036911121906,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2057,106,30155C97D461A7C000B9938F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5686144871171608,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2051,101,30155C97D461A7C000B11138,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4989956118966359,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2051,89,30155C97D461A7C000B11455,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3208971233544613,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2042,83,30155C97D461A7C000B992ED,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.237277179236043,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2039,104,30155C97D461A7C000B10FE5,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5526042177538009,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2039,93,30155C97D461A7C000B9923F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3883864639529182,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2038,99,30155C97D461A7C000B99263,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4786849852796862,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2038,96,30155C97D461A7C000B99352,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4338763493621198,T-shirt
"07854 T-Shirt L/Æ, Navy P/B",Alm.slid uden restværdi,1,2037,77,30155C97D461A7C000B9FFFA,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1506529209621992,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2037,101,30155C97D461A7C000B113EC,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5092979872361316,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2037,82,30155C97D461A7C000B11941,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.225370643102602,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2036,92,30155C97D461A7C000908BCF,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3754813359528488,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2035,86,30155C97D461A7C000B11390,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2864078624078625,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2034,120,30155C97D461A7C000B12FBA,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.7958702064896757,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2031,76,30155C97D461A7C000B10FFA,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.139064500246184,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2031,100,30155C97D461A7C000B993B8,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4987690792712949,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2030,87,30155C97D461A7C000B992DE,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3045714285714287,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2030,103,30155C97D461A7C000B99393,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5444926108374386,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2030,85,30155C97D461A7C000B99396,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2745812807881773,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2030,84,30155C97D461A7C000B993CF,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2595862068965518,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2029,86,30155C97D461A7C000B112BB,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.290211927057664,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2023,98,30155C97D461A7C000B13BE2,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4746020761245675,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2022,94,30155C97D461A7C000B11049,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4151137487636003,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2022,90,30155C97D461A7C000B13AEE,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3548961424332346,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2015,87,30155C97D461A7C000B13AF5,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3142828784119107,T-shirt
01427 T-shirt unisex lyseblå pb,Alm.slid uden restværdi,1,2009,67,300ED89F3350007FE266A93D,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.0151717272274763,T-shirt
13658 T-shirt dame lyseblå Prowear,Alm.slid uden restværdi,1,2009,75,300ED89F335000400183CD13,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.136386261821802,T-shirt
13658 T-shirt dame lyseblå Prowear,Alm.slid uden restværdi,1,2009,110,300ED89F335000400183CFF5,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.6666998506719761,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2007,94,30155C97D461A7C000B114DE,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4256900847035376,T-shirt
01085 T-Shirt Gråmelange p/b,Alm.slid uden restværdi,1,2005,116,30155C97D461A7C000E2BB44,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.7611172069825438,T-shirt
13658 T-shirt dame lyseblå Prowear,Alm.slid uden restværdi,1,2005,78,300ED89F335000400183D9B7,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.184199501246883,T-shirt
25517 T-shirt 1/2 ærme dame marine,Alm.slid uden restværdi,1,2005,102,300ED89F3350007FE267851E,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.548568578553616,T-shirt
13658 T-shirt dame lyseblå Prowear,Alm.slid uden restværdi,1,2004,120,300ED89F335000400183AD9D,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.822754491017964,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2002,80,00D0097954DA,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2163836163836164,T-shirt
13084 T-shirt prowear dame navy pb,Alm.slid uden restværdi,1,2002,121,300ED89F335000400183A915,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.8397802197802198,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2001,73,30155C97D461A7C000B13B08,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.110504747626187,T-shirt
25517 T-shirt 1/2 ærme dame marine,Alm.slid uden restværdi,1,2001,126,300ED89F335000600095D3C0,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.9167616191904047,T-shirt
25517 T-shirt 1/2 ærme dame marine,Alm.slid uden restværdi,1,1997,108,300ED89F33500040014E086C,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.646229344016024,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,1994,89,00D009785F61,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3586559679037111,T-shirt
13084 T-shirt prowear dame navy pb,Alm.slid uden restværdi,1,1994,72,300ED89F335000400183A58F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.0991374122367104,T-shirt
25517 T-shirt 1/2 ærme dame marine,Alm.slid uden restværdi,1,1994,118,300ED89F33500040014E01EF,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.8013640922768306,T-shirt
13084 T-shirt prowear dame navy pb,Alm.slid uden restværdi,1,1993,126,300ED89F3350007FE2669F27,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.9244555945810335,T-shirt
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,1990,83,30155C97D461A7C000B0A818,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.269608040201005,T-shirt
05468 T-Shirt Grafit Melange P/B,Alm.slid uden restværdi,1,1988,126,30155C97D461A7C000BA3D10,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.9292957746478874,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,1988,84,30155C97D461A7C000BCFCBD,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2861971830985917,T-shirt
13084 T-shirt prowear dame navy pb,Alm.slid uden restværdi,1,1988,96,300ED89F335000400183AB53,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4699396378269618,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,1987,84,00D009795590,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.286844489179668,T-shirt
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,1986,73,300ED89F3350007FE266A133,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1188922457200403,T-shirt
13084 T-shirt prowear dame navy pb,Alm.slid uden restværdi,1,1986,81,300ED89F335000400183AB8C,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.241510574018127,T-shirt
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,1983,104,300ED89F3350007FE266A7FF,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.596449823499748,T-shirt
